Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate
20.931798	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.0015117898904550174	1.3875	0.0	0.0	0.0	0.0	
21.05425	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.0025311333776645278	1.7125	0.0	0.0	0.0	0.0	
21.132292	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.002849171028736587	1.5625	0.0	0.0	0.0	0.0	
21.253976	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.007415054986317058	1.425	0.0	0.0	0.0	0.0	
21.331868	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.004559979624709334	1.7375	0.0	0.0	0.0	0.0	
21.451638	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.0030623000740425104	1.45	0.0	0.0	0.0	0.0	
21.531195	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-3.877502091607691E-4	1.5625	0.0	0.0	0.0	0.0	
21.656692	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.006961084300463822	1.6125	0.0	0.0	0.0	0.0	
21.731325	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.011550318931142058	1.7	0.0	0.0	0.0	0.0	
21.843835	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.016779391381767084	1.525	0.0	0.0	0.0	0.0	
21.935362	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.018590155995459816	1.45	0.0	0.0	0.0	0.0	
22.039263	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.023356542773496608	1.5625	0.0	0.0	0.0	0.0	
22.141832	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.02330035247262535	1.9875	0.0	0.0	0.0	0.0	
22.230586	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.021358210916636942	1.725	0.0	0.0	0.0	0.0	
22.337236	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.015042899416005024	1.3875	0.0	0.0	0.0	0.0	
22.440119	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.019697228178683773	1.5875	0.0	0.0	0.0	0.0	
22.539604	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.014549267462079836	1.625	0.0	0.0	0.0	0.0	
