Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate
13.509329	10.600000000000001	10.600000000000001	10.600000000000001	-0.08281250000000001	-0.08281250000000001	-0.08281250000000001	11.375	13.125	16.125	0.125	1.0	0.5	140.09235374417366	165.89575701640138	161.228448025	177.8375	-1.306902543893354	4.438518798284559	-100.43043394995851	-286.04441731832924	
13.609959	10.55	10.55	10.55	-0.082421875	-0.082421875	-0.082421875	11.375	13.375	16.625	0.125	1.0	0.5	156.64554517768985	165.85658825384556	179.28929158750006	180.8875	-0.9047786842338604	6.400387957163064	-109.62901723966942	-288.0993816932714	
13.70915	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.375	12.625	16.5	0.125	1.0	0.5	173.30809165262343	166.6847521334494	197.38060078750001	183.6375	-0.4272566008882119	8.947326732673266	-118.60140585832188	-289.1449393102576	
13.808923	10.55	10.55	10.55	-0.082421875	-0.082421875	-0.082421875	11.875	13.0	16.625	0.125	1.0	0.5	190.099009524865	168.5098461695822	215.53189548750015	181.9125	0.12566370614359174	12.147326732673267	-127.6743254418892	-289.59555155515557	
13.908816	10.55	10.55	10.55	-0.082421875	-0.082421875	-0.082421875	11.75	13.0	16.375	0.125	1.0	0.5	206.82418040184282	168.5376049013065	233.7860652375001	183.0	0.6785840131753954	14.4	-136.7221122842278	-289.2755515551555	
14.008896	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	12.0	13.75	16.75	0.125	1.0	0.5	223.51530723161778	168.1471093685219	252.11166960000028	181.775	1.0430087609918113	14.719999999999999	-145.64423542042283	-287.6755515551555	
14.109616	10.4	10.4	10.4	-0.08125	-0.08125	-0.08125	12.375	13.625	17.125	0.125	1.0	0.5	240.30528460449312	171.35537161977751	270.0943431625	183.9	1.3446016557364315	14.080000000000002	-154.57892492723218	-286.6553535353535	
14.209949	10.45	10.45	10.45	-0.081640625	-0.081640625	-0.081640625	12.375	14.25	17.375	0.125	1.0	0.5	257.4350461296948	174.48069827379535	289.10791473750015	188.3875	1.5707963267948966	12.448627450980393	-163.55131354588465	-284.96313725490194	
14.30834	10.4	10.4	10.4	-0.08125	-0.08125	-0.08125	12.625	14.375	17.375	0.125	1.0	0.5	274.5982190640364	172.5059114451123	307.8247455125002	186.1	1.9980529276831085	11.887802708712353	-172.04618008119144	-283.1256114817061	
14.409026	10.45	10.45	10.45	-0.081640625	-0.081640625	-0.081640625	12.25	13.875	17.5	0.125	1.0	0.5	291.4263238752478	169.5965238820543	326.1407557125	182.5125	2.563539605329271	12.169782906732154	-181.03113507045825	-281.9216510856665	
14.51112	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	12.25	13.875	17.5	0.125	0.875	0.5	307.7380437880299	161.1268750257485	343.84988243750007	176.8125	3.3049554715764624	14.0779310548803	-190.84547052027276	-283.0594288634443	
14.611304	10.45	10.45	10.45	-0.081640625	-0.081640625	-0.081640625	11.875	13.25	16.875	0.125	1.0	0.5	323.72050096225894	159.39272063833218	361.9016930250001	173.7125	3.9835394847518577	16.92388850168881	-199.25237246127904	-283.2909182251464	
14.711684	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.5	13.5	17.0	0.125	0.875	0.5	339.42959083149196	157.41929620139024	378.8068156625	171.2875	4.586725274241099	19.195261050708417	-208.33785841546074	-285.36778097024444	
14.811183	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.5	13.625	16.625	0.125	1.0	0.5	355.1482785305882	158.06949765981656	396.0639541250001	173.075	5.114512840044184	19.75608579297646	-217.32281340472755	-286.2453067434403	
14.911527	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.625	13.875	16.75	0.125	1.0	0.5	371.054423315594	160.02538130309222	413.3703811125	174.0625	5.62973403523291	19.47410559495666	-226.3831666176805	-287.4492671394799	
15.01195	10.45	10.45	10.45	-0.081640625	-0.081640625	-0.081640625	11.375	13.75	16.75	0.125	1.0	0.5	387.02417021601394	160.75988075049736	431.2620903125002	176.3375	6.119822489192917	18.20595744680851	-235.44351983063348	-287.01802401516744	
15.111402	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	10.875	13.375	16.625	0.125	1.0	0.5	403.2291366845464	164.10523367069825	449.04061093749993	179.0375	6.697875537453439	17.28	-244.5792712672726	-288.6548174817482	
15.211758	10.55	10.55	10.55	-0.082421875	-0.082421875	-0.082421875	10.625	13.125	16.5	0.125	1.0	0.5	419.6158800287872	166.35590482694826	467.02503042500007	181.15	7.313627697557039	17.28	-253.70245633329733	-288.6548174817482	
15.311275	10.45	10.45	10.45	-0.081640625	-0.081640625	-0.081640625	11.25	13.875	16.875	0.125	1.0	0.5	436.2216988297173	166.86441754430317	484.9473524624998	181.5625	7.9293798576606385	17.919999999999998	-262.71254406379285	-288.9748174817481	
15.411776	10.45	10.45	10.45	-0.081640625	-0.081640625	-0.081640625	11.25	13.75	16.375	0.125	1.0	0.5	456.4269372626792	171.07642191079313	503.450638675	184.05	8.607963870836034	18.666666666666664	-272.08705654210485	-288.36529367222437	
